product_name,product_id,listing_price,sale_price,discount,brand,description,rating,reviews,images
Nike Air Wildwood ACG,AO3116-004,8995,5397,0,Nike,"From rain and mud to sunny afternoons, the Wildwood debuted in 1989 as a direct descendent of the Nike Escape. With design influence from the Pegasus, it was designed as an off-road sneaker meant to take you through rough terrain. The special sawtooth Waffle outsole was further proof that conquering bad weather didn't mean drabness.",3.4,7,"[""https://static.nike.com/a/images/t_PDP_1728_v1/cojrmmhefkj3bgjt17gf/air-wildwood-acg-shoe-qXtkV2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gqbhu5hnul58gj8ycg5o/air-wildwood-acg-shoe-qXtkV2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wmgh63rytedvd2hxczl4/air-wildwood-acg-shoe-qXtkV2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vtcdfftldvp5gkwwsk8v/air-wildwood-acg-shoe-qXtkV2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ykssbp1nprwhzjnbdfea/air-wildwood-acg-shoe-qXtkV2.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wuyxacrpepeb1upjzvev/air-wildwood-acg-shoe-qXtkV2.jpg""]"
LeBron 16 Low,CI2668-004,13995,11197,0,Nike,"LeBron is unstoppable on the court and just as influential off of it. The year 2003, LeBron's rookie season and a pivotal year in culture, inspires the LeBron 16 Low. It is powered by Max Air and Zoom Air cushioning technologies, and embodies his clout and versatility.",4.7,17,"[""https://static.nike.com/a/images/t_PDP_1728_v1/aqd9s7wtxkvyb25fu055/lebron-16-low-basketball-shoe-pjqk14.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mhieq04dx3bhqidgru68/lebron-16-low-basketball-shoe-pjqk14.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sz8fpxl9fyhdbaia4a7n/lebron-16-low-basketball-shoe-pjqk14.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gk2stckskb5yt00mfuom/lebron-16-low-basketball-shoe-pjqk14.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/etfeyo9xfbnvllnn959r/lebron-16-low-basketball-shoe-pjqk14.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qhphxjcppde6yslfjnaq/lebron-16-low-basketball-shoe-pjqk14.jpg""]"
Nike Free RN Flyknit 3.0,AQ5708-201,10995,6597,0,Nike,Never worry about laces in the Nike Free RN Flyknit 3.0. This remix leaves them out—letting you slip in quickly and hit your stride even faster. Supportive yarns join stretchy Flyknit for a lightweight upper that feels like a second skin. Heel-to-toe grooves in outsole move and bend with every stride.,4.1,13,"[""https://static.nike.com/a/images/t_PDP_1728_v1/ztgzcvdmj5immz0z3moo/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ntb9xjakawdvnpvhxup2/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bgpifpyuiyew3us7nf7q/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lw10gg2fpque8qlrkjaz/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/g2lod1ugwinld0vthx9q/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mc4omqlsrn8suobwjaw0/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/q2bzwmy6kuekseceydxx/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hibebwjsy12dkbfduxon/free-rn-flyknit-3-running-shoe-sDC6Pg.jpg""]"
Nike Tiempo Legend 8 Club IC,AT6110-004,4495,3147,0,Nike,The Nike Tiempo Legend 8 Club IC takes the touch of textured synthetic leather and adds a grippy rubber outsole for multi-directional traction.,2.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/lmdk2vt16vxyygfel0ag/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vzbnmqjavuvsm8iwxyvp/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hbqhjyco7uviuszz2yq8/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/akmtditvutnydczqhptc/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b8l727g3doekclpiwqf5/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kqgvhbxexlf8aconyl26/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mkfc3dqj95t3v3il0u4y/tiempo-legend-8-club-ic-indoor-court-football-shoe-f5nCdV.jpg""]"
Nike Epic Phantom React,CI1291-400,13995,8397,0,Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5.0,3,"[""https://static.nike.com/a/images/t_PDP_1728_v1/jxqsabkmsfvs96pjs7yt/epic-phantom-react-running-shoe-dCWXLJ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dh6ata3pwyd8kyiztyel/epic-phantom-react-running-shoe-dCWXLJ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qwtubszvyhaudvppidah/epic-phantom-react-running-shoe-dCWXLJ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/twlsfwmzv4lnjilvrs9s/epic-phantom-react-running-shoe-dCWXLJ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gkg8z7r8dn147jy7gzeb/epic-phantom-react-running-shoe-dCWXLJ.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bnlix3qiy7zevzowp7ne/epic-phantom-react-running-shoe-dCWXLJ.jpg""]"
Nike Vandalised,BQ3610-100,10995,7697,0,Nike,"The Nike Vandalised puts a totally new spin on the original 1984 Nike Vandal. Full of classic Nike b-ball swagger, the shoe's rearranged components give a bold new asymmetrical look.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/z2dupfxi3sr8o53vtxjp/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tetsdxzoazxbjxv9wfh8/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/erfd0rdp0pkjosh99bov/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fkyimyoanwcusjuzvlns/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gduktz7u6yt2rknoeepr/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/k5rno9no9y82ohdc2enf/vandalised-shoe-nlB62h.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rirvi5mq9oim0virfrcf/vandalised-shoe-nlB62h.jpg""]"
Nike Signal D/MS/X,AT5303-100,10995,7697,0,Nike,"Inspired by the chopping, cutting and rebuilding of custom cars and bikes, the Nike Signal D/MS/X overturns the idea of sportswear with style and attitude. With layered materials and intricate detailing, it uses innovations in an irreverent way that's more aesthetic than athletic.",2.7,3,"[""https://static.nike.com/a/images/t_PDP_1728_v1/weygexkeewcesbppdvv7/signal-d-ms-shoe-G9PgG0.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/lufxbkynu3usco9nwvsz/signal-d-ms-shoe-G9PgG0.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/j8dbgtvsb0kl3twciseb/signal-d-ms-shoe-G9PgG0.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zpiuu4pge0u1dpbd4shc/signal-d-ms-shoe-G9PgG0.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qbq6lflp2dtn8hhikqnn/signal-d-ms-shoe-G9PgG0.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tkxiop1aybqgpa7hlukn/signal-d-ms-shoe-G9PgG0.jpg""]"
Nike Vandalised LX,BQ3611-100,10995,8797,0,Nike,"The Nike Vandalised LX hacks Nike DNA for a totally new spin on the original 1984 Nike Vandal, a basketball classic. Rearranging all the components creates a bold new look with asymmetrical details.",5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/qom8hscypha8vrq3pixz/vandalised-lx-shoe-tch1gq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/eozw1ledb3izuo8u5fc7/vandalised-lx-shoe-tch1gq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vl6iffbqbduvmxqbuszz/vandalised-lx-shoe-tch1gq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/nv5ljnsuehll5n3za8zy/vandalised-lx-shoe-tch1gq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/agbqiq4jvmgxkd9mbspt/vandalised-lx-shoe-tch1gq.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/n1ukzwvso6nb3cmgp2hj/vandalised-lx-shoe-tch1gq.jpg""]"
Nike Free RN 5.0,AQ1289-003,7995,5597,0,Nike,"Ideal for runs up to 3 miles, the Nike Free RN 5.0 returns to its roots as a natural motion shoe. An updated flex groove pattern and modified midsole foam provides more flexibility than its predecessor, creating a barefoot sensation with every step. At the upper, breathable and stretchy mesh moves with your foot, while synthetic suede overlays provide stable support.",3.9,25,"[""https://static.nike.com/a/images/t_PDP_1728_v1/w4oqkgw8ownviwijw4ae/free-rn-5-running-shoe-4ChRbS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zamsbww1m2s4fpiy7w6u/free-rn-5-running-shoe-4ChRbS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fufbc0cmlnupenncaxmt/free-rn-5-running-shoe-4ChRbS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/iivzxbmmshwhnk2ifsxr/free-rn-5-running-shoe-4ChRbS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/w11fnnihih19wtqtdvst/free-rn-5-running-shoe-4ChRbS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hpcih9wfuk4mpl5fzqmg/free-rn-5-running-shoe-4ChRbS.jpg""]"
Nike Air Max 90 NS SE,881105-800,9995,7997,0,Nike,The Nike Air Max 90 SE Women's Shoe combines classic design lines with rich materials for an elevated look that's true to the original.,5.0,2,"[""https://static.nike.com/a/images/t_PDP_1728_v1/o8i2xf0a2ktu9iod3bu0/air-max-90-se-shoe-Rcdt9j.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/twsgkzmpwvagrqldz66y/air-max-90-se-shoe-Rcdt9j.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jvpu7xtivka7wmxidfe1/air-max-90-se-shoe-Rcdt9j.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/oxcplhxjb7zbuoxflwzm/air-max-90-se-shoe-Rcdt9j.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qmxagybx51e5wcogxouq/air-max-90-se-shoe-Rcdt9j.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/d17eeuq7xbvlmu1bst1f/air-max-90-se-shoe-Rcdt9j.jpg""]"
Nike Zoom Pegasus Turbo 2,BV7766-100,15995,12797,0,Nike,"The Nike Zoom Pegasus Turbo 2 is updated with a feather-light upper, while innovative foam brings revolutionary responsiveness to your long-distance training.",2.7,3,"[""https://static.nike.com/a/images/t_PDP_1728_v1/eykhew8ynmwkyioqylev/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/me4yukc8lqh1ywgfkvy6/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pjs25qrhtpmdxbo4ry91/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/maf3aqzvsmysnamev8gv/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rmxrivgnxne1zmwliwoe/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pxycyiqsbqg6qlemgpbn/zoom-pegasus-turbo-2-running-shoe-Lsrn1J.jpg""]"
Nike Air Max FF 720,AO3189-600,18995,13297,0,Nike,"Part shoe, part sandal, the Nike Air Max FF 720 takes you into a new realm of Air. Built specifically for a woman's foot, it features premium leather on heightened foam for bold versatility and unbelievable comfort. Cinch it up with its unique drawcord system and make the streets your runway.",3.5,6,"[""https://static.nike.com/a/images/t_PDP_1728_v1/nt6bekmrxhdpfhvml2gn/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b8nicof4wjsdeszplzbd/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pzwoyfyae1t7oukkaj2f/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mvhexzcwmjbqityxn9jt/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/pbbfzdv0zefqpge1jovk/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ef325smsdifn5c1huguw/air-max-ff-720-shoe-tPsS5z.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/x33hjstnfmnv0xjiftkm/air-max-ff-720-shoe-tPsS5z.jpg""]"
Nike Joyride Run Flyknit,AQ2731-500,14995,11997,0,Nike,The Nike Joyride Run Flyknit is designed to help make running feel easier and give your legs a day off. Tiny foam beads underfoot contour to your foot for cushioning that stands up to your mileage.,4.4,26,"[""https://static.nike.com/a/images/t_PDP_1728_v1/xplecb8e6eowegugzhry/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jvyqnohubjpsphbw9dm1/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zgqzkqjknovqvu0h3wls/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ms2u72j2v92b7idgxvu5/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zzylnujzcqz6gcochje2/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/iv1rknj37yqnn7vkrdsb/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/exyjbhlypxo9vdreg2gk/joyride-run-flyknit-running-shoe-c68bBX.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/d2430005-3bf6-4873-ba39-f4b952015ed0/joyride-run-flyknit-running-shoe-c68bBX.jpg""]"
Nike Odyssey React Flyknit 2,AH1016-602,9995,5997,0,Nike,"The Nike Odyssey React Flyknit 2 Women's Running Shoe delivers a strategic combination of lightweight Flyknit and synthetic material for support just where you need it. Underfoot, Nike React cushioning delivers a soft, springy ride for a route that begs to be crushed.",3.4,26,"[""https://static.nike.com/a/images/t_PDP_1728_v1/geajpszneu3g9jmpfixc/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fvkmy5h9tqnft4pyfrzm/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vanhfxpi9zzkezqsio2f/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/wkkybjgtbdutaml1k9kq/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xuwk5e46xipqqth5criv/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hcd5rzmnwbsvkfqiuwrg/odyssey-react-flyknit-2-running-shoe-78xGg4.jpg""]"
Nike Joyride Optik,AJ6844-007,15995,11197,0,Nike,Lounge wherever you go and let the Nike Joyride Optik take you into a new world of cosy by placing your feet directly on the soft cushioning of its innovative bead-pods. The sleek silhouette features a zip-closure system and fun colour accents for a unique look that doesn't sacrifice comfort.,0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/45bd97ff-6a36-4410-86b2-bdaa15c7d266/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/10cb4c8c-2f75-4ddd-a2ce-70a2e60951c5/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/0ce31fba-b2fa-45ce-9d44-ed8c4d0fa00a/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/405b05fc-227c-466c-af09-e53c402f0cc7/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/938783e0-3554-426b-86bb-80429a54f200/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/39666a66-f209-4d7a-87aa-e553348fe3ba/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/949c8c3a-ae90-47d0-a33b-3514958d6fb6/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/6a845a09-b6e7-4504-af03-0bbce23a4c8a/joyride-optik-shoe-VjHnqC.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/655a2dc6-9dc8-4904-950f-a675eeaf607e/joyride-optik-shoe-VjHnqC.jpg""]"
Nike Air Max Dia LX,CI1214-004,9995,7997,0,Nike,"Designed specifically for a woman's foot, the Nike Air Max Dia LX delivers a lifted and airy aesthetic in a new, sleek shape. The minimal upper modernises your look, while the Max Air unit, surrounded by clear plastic, elevates your style.",1.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/xjj7nh6buf08zqpkxil2/air-max-dia-lx-shoe-ktwftT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xdewk7gzxm4gxwluelt4/air-max-dia-lx-shoe-ktwftT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/refdwhfq7dlp1agdfip5/air-max-dia-lx-shoe-ktwftT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kwum0jgxxulnjkzzsu5u/air-max-dia-lx-shoe-ktwftT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/q1k0q3mmo5fzfeppt8ky/air-max-dia-lx-shoe-ktwftT.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/fsjdr7fu5qaaen8z73t5/air-max-dia-lx-shoe-ktwftT.jpg""]"
Nike Zoom KD12 'YouTube',CQ7731-900,12995,10397,0,Nike,"Breaking new ground for athletes, KD provides unprecedented access to his life through his YouTube channel. It's this type of authentic connection that KD wanted to create with his fans when he first partnered with YouTube in 2017. In celebration of his channel, the KD12 'YouTube' features co-branded graphic hits on the tongue and heel that celebrate two icons coming together to change the game.",4.6,5,"[""https://static.nike.com/a/images/t_PDP_1728_v1/egxvpow065dlpacwwq4i/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/u2kdfhk0iszlqiz1jlso/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/jqszgi3h2hglyovqgncl/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/gi872paldaftvvmx1ewh/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/l39trvbomblel5rjnryc/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/hexx86awfzdstm6rjauj/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xf8t8bnmrqd8tuaaazie/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tdfzglsvdjulcgfu4wpo/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/kuvk8yotollh3n8ch0yf/zoom-kd12-youtube-basketball-shoe-8w18p8.jpg""]"
Nike Air Max 90,CI5646-200,11995,9597,0,Nike,"The Nike Air Max 90 stays true to its OG running roots with the iconic Waffle sole. Details and colours nod to the classic Lahar Escape Boot, delivering a vintage look from the wild.",4.8,5,"[""https://static.nike.com/a/images/t_PDP_1728_v1/8db0b628-010d-4162-bd01-99352fc72c2c/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/c7ecf1f3-d50b-46b0-b3d6-77c1781cee06/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/3485123c-8286-4aed-8f8c-a0e3105deb18/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/349a9a3b-288c-4e47-b0ec-859e400ff865/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/e3ec91e9-dca0-4403-a24b-e1c0a37154fc/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/5ae183d2-5438-4b6c-9c12-7fd9285ce2a4/air-max-90-shoe-pWCc7r.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/634eba33-94d8-4e75-8f4d-e674bc8ad650/air-max-90-shoe-pWCc7r.jpg""]"
Nike Air Max 98 NRG,BQ5613-001,15995,11197,0,Nike,"The Nike Air Max 98 features the OG design lines that were inspired by the walls of the Grand Canyon, while adding bursts of fresh colour on the upper. The fluid, textured look and full-length Nike Air cushioning set you apart from the pack.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/50962ad8-6f1b-428b-a1bb-ecfe81905285/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/75bb935b-0691-4153-935a-88a678dbece9/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/15867c16-d5b7-4dc9-8a87-79753e48e1f3/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/7ef6d546-d79f-4daf-9c48-a56355fb43c6/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/1b668ef9-7a53-45da-afef-476ef2525472/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/069a2cb6-ec0c-4ad4-b39a-7f427933f1a2/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/510d3f1c-3874-4e3a-978d-b26e5f5cddbc/air-max-98-nrg-shoe-54DsfG.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/3eb82c5d-f92c-4977-acb7-19e90b77f864/air-max-98-nrg-shoe-54DsfG.jpg""]"
Nike Air Max Tailwind IV,AQ2567-002,13995,8397,0,Nike,The Nike Air Max Tailwind IV gives a new look to the '90s classic. Max Air units give you comfort and style that last.,5.0,1,"[""https://static.nike.com/a/images/t_PDP_1728_v1/pmig0u2hejyr6rd4hovy/air-max-tailwind-iv-shoe-WbnlNc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/cota0yzhpbwpnsjainuy/air-max-tailwind-iv-shoe-WbnlNc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/rotoagnvrg2o3h3saa6g/air-max-tailwind-iv-shoe-WbnlNc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dxcf17mejo8yhewtzarn/air-max-tailwind-iv-shoe-WbnlNc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ws2vombdh0s3kadyekog/air-max-tailwind-iv-shoe-WbnlNc.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/mttfmhcapb4rnjxuvm0f/air-max-tailwind-iv-shoe-WbnlNc.jpg""]"
Nike x Olivia Kim Air Max 98,CK3309-001,15995,11197,0,Nike,"NYC in the '90s—if you spent much time in one of the many neighbourhoods, you'd hear SUVs driving around bumping Jamaican dancehall music at full blast. The Nike x Olivia Kim Air Max 98 celebrates the music and culture of NYC as remembered by designer Olivia. The fresh red-yellow-green take on the iconic Air Max 98 captures the vibrancy of the city's Rastafarian community.",4.5,2,"[""https://static.nike.com/a/images/t_PDP_1728_v1/nf1k518dpg0pqsyinkq9/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ofgc6uzpkj64detf2980/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ru5vjfx6fnri7rwtkzva/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ayfwylq7yn7jkzcjabgl/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/prrei9kozyzyyzrsjpuj/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/b4xibtx11aaaaaz2uwlh/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/syxzjubc1gbu6f5adaqy/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/qfexhs4pynfghftgzojw/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/edck5pfacess83pvakxe/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/racagvtukbkmovh9tq4s/olivia-kim-air-max-98-shoe-6VQX51.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/js7p1kszolt2cjh3psln/olivia-kim-air-max-98-shoe-6VQX51.jpg""]"
