PC1,PC2,PC3,PC4
-1.3518354531130503,-0.591032736765839,-0.6877795716739572,-0.31385088318833965
-1.3518354531130503,-0.591032736765839,-0.6877795716739572,-0.31385088318833965
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
-1.491941231961343,-0.4041337575928237,-0.9296946787319301,-0.248487386846209
0.8173903567010627,-1.1701724294823719,0.3583224348960562,-0.31061805697042183
0.9375320731992678,-0.8186955774027272,0.5776182406225218,0.9504878978492868
0.7507946533919047,-0.142459313795721,-0.42104564108732384,0.9052711053603192
2.6887444821681807,0.5410055767835505,-2.428492163351214,-1.3323533050916145
-1.0716238954164645,-0.9648306951118696,-0.20394935755801136,-0.444577875872601
-1.305133526830286,-0.6533323964901775,-0.6071412026546329,-0.3356387153023832
2.7851409169472126,-0.8010280382626249,-0.376674964502073,-1.0655333327400527
1.5707502629479537,-0.03531213484913024,-1.121051747739409,-0.23431345588463662
-0.6513065588715861,-1.5255276326309157,0.5217959636159076,-0.6406683648989931
1.4736773296017758,-1.058241784650239,0.5001050072250244,0.10386066080437073
-1.305133526830286,-0.6533323964901775,-0.6071412026546329,-0.3356387153023832
-1.5386431582441074,-0.34183409786848523,-1.0103330477512547,-0.22669955473216544
-0.5579027063060575,-1.6501269520795927,0.6830727016545562,-0.6842440291270803
0.9375320731992678,-0.8186955774027272,0.5776182406225218,0.9504878978492868
1.1836709560501455,-0.25117945377830164,-0.630151824243728,0.17313107468053876
-0.9315181165681717,-1.151729674284885,0.03796574949996161,-0.5099413722147317
3.158317039283059,-0.4778627245264192,-1.1750553779434558,-1.7506333838581065
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
0.9693555990740443,-1.4630226662170975,1.2280418966486448,0.4805049981269454
-0.36116169206172494,0.6571803478750814,-1.5087845088783487,1.1867279869048966
-0.9315181165681717,-1.151729674284885,0.03796574949996161,-0.5099413722147317
1.0842995150417134,-1.0754998829234557,0.9276403154879049,0.9009215856258844
0.2669235544426951,0.3268942163126087,-1.0134305851574021,1.121417268833935
-1.0851587794874828,0.918282056481012,1.5059270027881992,-1.3275765696336737
-0.7447104114371147,-1.4009283131822388,0.36051922557725885,-0.5970927006709059
-1.2117296742647574,-0.7779317159388544,-0.44586446461598433,-0.3792143795304703
-0.5579027063060575,-1.6501269520795927,0.6830727016545562,-0.6842440291270803
0.8506053823266048,-0.13970147618148046,-0.5353504152229793,0.6882779886206787
0.45373125957375215,0.07769557741525492,-0.6908771090801047,1.0342659403777608
0.09311410335126848,0.2065070612155145,-0.827348199969045,1.1833164498424262
2.6820125338503336,0.183873278421611,-1.8604887255260762,-1.215782368265201
-0.8381142640026432,-1.276328993733562,0.19924248753861024,-0.5535170364428188
-0.46449885374052896,-1.7747262715282695,0.8443494396932049,-0.7278196933551673
-0.9315181165681717,-1.151729674284885,0.03796574949996161,-0.5099413722147317
-1.0249219691337004,-1.027130354836208,-0.12331098853868704,-0.46636570798664456
0.09592426165264249,-2.5223221882203313,1.8120098679250967,-0.9892736787236902
-1.2117296742647574,-0.7779317159388544,-0.44586446461598433,-0.3792143795304703
-0.5579027063060575,-1.6501269520795927,0.6830727016545562,-0.6842440291270803
-1.118325821699229,-0.9025310353875312,-0.28458772657733566,-0.42279004375855744
0.5639166629371535,-0.3202982996080197,-0.06748871153207295,1.1247905547616353
1.4808046351919921,-0.044296720279625106,-1.0364307618834954,-0.0882318812820447
0.657320515502682,-0.44489761905669656,0.0937880265065757,1.0812148905335481
-1.1598818615399056,1.0179615120399534,1.3769056123572805,-1.292716038251204
-1.5853450845268717,-0.27953443814414686,-1.0909714167705789,-0.20491172261812188
0.8974918099106564,-0.8263012440261017,0.6050868394106077,0.9880729140820587
-1.0249219691337004,-1.027130354836208,-0.12331098853868704,-0.46636570798664456
0.24062497843628666,-0.9707445467466261,0.3720377127507585,0.3275330439918444
-0.9315181165681717,-1.151729674284885,0.03796574949996161,-0.5099413722147317
0.1502609893864278,0.17049331156331332,-0.6851270648985814,1.3366782279067555
2.7752758157684743,-0.7948012904463705,-0.3469911762223314,-0.9946217906030047
-0.46449885374052896,-1.7747262715282695,0.8443494396932049,-0.7278196933551673
-1.305133526830286,-0.6533323964901775,-0.6071412026546329,-0.3356387153023832
0.657320515502682,-0.44489761905669656,0.0937880265065757,1.0812148905335481
0.18666042793945836,1.8148081507016431,0.7976408378213352,0.5226775355505351
0.7507946533919047,-0.142459313795721,-0.42104564108732384,0.9052711053603192
-1.491941231961343,-0.4041337575928237,-0.9296946787319301,-0.248487386846209
-0.049381395115343674,-0.16368221587468879,-0.7582191187179937,0.3968034578680123
0.8974918099106564,-0.8263012440261017,0.6050868394106077,0.9880729140820587
-0.9315181165681717,-1.151729674284885,0.03796574949996161,-0.5099413722147317
1.0495567174344906,1.8437550933481466,-0.2667749443579057,-0.9317916284681745
0.6096895457531111,1.6064397732020692,-0.6719601366337835,-0.5411602104473162
0.3973087334342894,-0.10359944597433908,-0.6322992426669479,0.690949695199812
-1.2117296742647574,-0.7779317159388544,-0.44586446461598433,-0.3792143795304703
-0.3702833599978911,-0.2570402067500766,-0.6297368827441865,0.4514224354147659
-0.6513065588715861,-1.5255276326309157,0.5217959636159076,-0.6406683648989931
0.4304725470830135,-0.2033046467827173,-0.20129685078263554,1.2059512352224941
-1.305133526830286,-0.6533323964901775,-0.6071412026546329,-0.3356387153023832
-1.3518354531130503,-0.591032736765839,-0.6877795716739572,-0.31385088318833965
-1.0249219691337004,-1.027130354836208,-0.12331098853868704,-0.46636570798664456
0.1066712893321845,-0.4592259271000628,-0.5291473864632332,0.030264451192140055
0.13852472113186606,1.4224211819326058,0.16536296892986485,0.03924676252320281
-0.30672959759356005,-0.16569679933936035,-0.7630972598480271,0.431366760967542
-0.05651188701766422,1.402358103686059,0.19375308704026173,0.6215017383781054
1.0274567743228584,-1.1383708441817535,0.19129565267588422,-0.5694546802713296
-1.2708591364607709,0.6995934011122488,0.7518384614267561,-1.018544073056634
0.330407031523332,-0.008800000986327489,-0.4706805566286946,1.2337297153318532
0.19568099910973688,1.5103695302696827,1.111522922158264,-0.7772669818204491
-0.05184984423186224,1.494380834271873,-0.3609605730089159,0.948641264183323
0.6717123466822355,-1.2753804328945129,0.8669438743249831,0.36343868082896535
-1.1598818615399056,1.0179615120399534,1.3769056123572805,-1.292716038251204
0.2193166976375991,0.1269060768495335,-0.8929135828567737,0.840297432947417
1.1237599197566683,-1.1004068741884725,0.808905162368938,0.6172754170776908
0.24366484195195637,0.04589399211463642,-0.5238503268599328,1.2931025636786684
0.6172802522140706,-0.4525032856800711,0.12125662529466172,1.11879990676632
0.10715562585558125,1.6459438301659368,0.14523825645268304,0.5750438074764463
